"Error","Query","Table","Variable","PID","Info"
"Logic","Out of Order","tblPREG & tblLTFU","est_concept_d&death_d","1000","est_concept_d=2013-05-15&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","est_concept_d&death_d","1000","est_concept_d=2013-04-16&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","est_concept_d&death_d","1000","est_concept_d=2013-04-17&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","est_concept_d&death_d","1000","est_concept_d=2013-04-19&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","est_concept_d&death_d","1000","est_concept_d=2013-04-20&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","est_concept_d&death_d","1000","est_concept_d=2013-04-21&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","est_concept_d&death_d","1000","est_concept_d=2013-04-22&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","est_concept_d&death_d","1000","est_concept_d=2013-04-26&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","est_concept_d&death_d","1000","est_concept_d=2013-04-27&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","est_concept_d&death_d","1000","est_concept_d=2013-04-28&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","est_concept_d&death_d","1000","est_concept_d=2013-04-29&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","est_concept_d&death_d","1010","est_concept_d=2013-05-15&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","est_concept_d&death_d","1010","est_concept_d=2013-04-16&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","est_concept_d&death_d","1010","est_concept_d=2013-04-17&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","est_concept_d&death_d","1010","est_concept_d=2013-04-19&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","est_concept_d&death_d","1010","est_concept_d=2013-04-20&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","est_concept_d&death_d","1010","est_concept_d=2013-04-21&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","est_concept_d&death_d","1010","est_concept_d=2013-04-22&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","est_concept_d&death_d","1010","est_concept_d=2013-04-26&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","est_concept_d&death_d","1010","est_concept_d=2013-04-27&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","est_concept_d&death_d","1010","est_concept_d=2013-04-28&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","est_concept_d&death_d","1010","est_concept_d=2013-04-29&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","est_concept_d&death_d","1015","est_concept_d=2013-05-15&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","est_concept_d&death_d","1015","est_concept_d=2013-04-16&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","est_concept_d&death_d","1015","est_concept_d=2013-04-17&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","est_concept_d&death_d","1015","est_concept_d=2013-04-19&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","est_concept_d&death_d","1015","est_concept_d=2013-04-20&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","est_concept_d&death_d","1015","est_concept_d=2013-04-21&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","est_concept_d&death_d","1015","est_concept_d=2013-04-22&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","est_concept_d&death_d","1015","est_concept_d=2013-04-26&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","est_concept_d&death_d","1015","est_concept_d=2013-04-27&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","est_concept_d&death_d","1015","est_concept_d=2013-04-28&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","est_concept_d&death_d","1015","est_concept_d=2013-04-29&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","anc_d&death_d","1000","anc_d=2013-04-15&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","anc_d&death_d","1000","anc_d=2013-05-16&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","anc_d&death_d","1000","anc_d=2013-05-17&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","anc_d&death_d","1000","anc_d=2013-05-19&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","anc_d&death_d","1000","anc_d=2013-05-20&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","anc_d&death_d","1000","anc_d=2013-05-21&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","anc_d&death_d","1000","anc_d=2013-05-22&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","anc_d&death_d","1000","anc_d=2013-05-26&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","anc_d&death_d","1000","anc_d=2013-05-27&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","anc_d&death_d","1000","anc_d=2013-05-28&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","anc_d&death_d","1000","anc_d=2013-05-29&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","anc_d&death_d","1010","anc_d=2013-04-15&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","anc_d&death_d","1010","anc_d=2013-05-16&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","anc_d&death_d","1010","anc_d=2013-05-17&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","anc_d&death_d","1010","anc_d=2013-05-19&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","anc_d&death_d","1010","anc_d=2013-05-20&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","anc_d&death_d","1010","anc_d=2013-05-21&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","anc_d&death_d","1010","anc_d=2013-05-22&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","anc_d&death_d","1010","anc_d=2013-05-26&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","anc_d&death_d","1010","anc_d=2013-05-27&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","anc_d&death_d","1010","anc_d=2013-05-28&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","anc_d&death_d","1010","anc_d=2013-05-29&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","anc_d&death_d","1015","anc_d=2013-04-15&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","anc_d&death_d","1015","anc_d=2013-05-16&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","anc_d&death_d","1015","anc_d=2013-05-17&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","anc_d&death_d","1015","anc_d=2013-05-19&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","anc_d&death_d","1015","anc_d=2013-05-20&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","anc_d&death_d","1015","anc_d=2013-05-21&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","anc_d&death_d","1015","anc_d=2013-05-22&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","anc_d&death_d","1015","anc_d=2013-05-26&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","anc_d&death_d","1015","anc_d=2013-05-27&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","anc_d&death_d","1015","anc_d=2013-05-28&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","anc_d&death_d","1015","anc_d=2013-05-29&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","preg_test_d&death_d","1000","preg_test_d=2013-05-01&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","preg_test_d&death_d","1000","preg_test_d=2013-05-02&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","preg_test_d&death_d","1000","preg_test_d=2013-05-03&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","preg_test_d&death_d","1000","preg_test_d=2013-05-05&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","preg_test_d&death_d","1000","preg_test_d=2013-05-06&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","preg_test_d&death_d","1000","preg_test_d=2013-05-07&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","preg_test_d&death_d","1000","preg_test_d=2013-05-08&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","preg_test_d&death_d","1000","preg_test_d=2013-05-12&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","preg_test_d&death_d","1000","preg_test_d=2013-05-13&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","preg_test_d&death_d","1000","preg_test_d=2013-05-14&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","preg_test_d&death_d","1000","preg_test_d=2013-05-15&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","preg_test_d&death_d","1010","preg_test_d=2013-05-01&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","preg_test_d&death_d","1010","preg_test_d=2013-05-02&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","preg_test_d&death_d","1010","preg_test_d=2013-05-03&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","preg_test_d&death_d","1010","preg_test_d=2013-05-05&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","preg_test_d&death_d","1010","preg_test_d=2013-05-06&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","preg_test_d&death_d","1010","preg_test_d=2013-05-07&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","preg_test_d&death_d","1010","preg_test_d=2013-05-08&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","preg_test_d&death_d","1010","preg_test_d=2013-05-12&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","preg_test_d&death_d","1010","preg_test_d=2013-05-13&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","preg_test_d&death_d","1010","preg_test_d=2013-05-14&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","preg_test_d&death_d","1010","preg_test_d=2013-05-15&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","preg_test_d&death_d","1015","preg_test_d=2013-05-01&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","preg_test_d&death_d","1015","preg_test_d=2013-05-02&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","preg_test_d&death_d","1015","preg_test_d=2013-05-03&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","preg_test_d&death_d","1015","preg_test_d=2013-05-05&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","preg_test_d&death_d","1015","preg_test_d=2013-05-06&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","preg_test_d&death_d","1015","preg_test_d=2013-05-07&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","preg_test_d&death_d","1015","preg_test_d=2013-05-08&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","preg_test_d&death_d","1015","preg_test_d=2013-05-12&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","preg_test_d&death_d","1015","preg_test_d=2013-05-13&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","preg_test_d&death_d","1015","preg_test_d=2013-05-14&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","preg_test_d&death_d","1015","preg_test_d=2013-05-15&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblPREG","est_concept_d&preg_test_d","1000","est_concept_d=2013-05-15&preg_test_d=2013-05-01"
"Logic","Out of Order","tblPREG & tblPREG","preg_test_d&anc_d","1000","preg_test_d=2013-05-01&anc_d=2013-04-15"
"Logic","Date in the Future","tblPREG","preg_test_d","1018","databaseclose=2013-12-01&preg_test_d=2016-05-19"
"Logic","Date in the Future","tblPREG","preg_test_d","1019","databaseclose=2013-12-01&preg_test_d=2016-05-19"
"Logic","Duplicate Record","tblPREG","mother_id&est_concept_d&preg_seq","1010","mother_id=1010&est_concept_d=2013-04-24&preg_seq=1"
"Logic","Duplicate Record","tblPREG","mother_id&est_concept_d&preg_seq","1019","mother_id=1019&est_concept_d=2013-05-03&preg_seq=1"
"Value Error","Unexpected Type","tblPREG","ultr_1","1018","ultr_1=x&type=numeric"
"Value Error","Unexpected Type","tblPREG","ultr_2","1018","ultr_2=x&type=numeric"
"Value Error","Unexpected Type","tblPREG","ultr_3","1018","ultr_3=x&type=numeric"
"Value Error","Unexpected Code","tblPREG","mens_d_a","1002","mens_d_a=x"
"Value Error","Unexpected Code","tblPREG","mens_d_a","1007","mens_d_a=Y "
"Value Error","Unexpected Code","tblPREG","mens_d_a","1014","mens_d_a=Y "
"Value Error","Unexpected Code","tblPREG","est_concept_d_a","1002","est_concept_d_a=x"
"Value Error","Unexpected Code","tblPREG","est_concept_d_a","1007","est_concept_d_a=Y "
"Value Error","Unexpected Code","tblPREG","est_concept_d_a","1014","est_concept_d_a=Y "
"Value Error","Unexpected Code","tblPREG","anc_d_a","1002","anc_d_a=x"
"Value Error","Unexpected Code","tblPREG","anc_d_a","1007","anc_d_a=Y "
"Value Error","Unexpected Code","tblPREG","anc_d_a","1014","anc_d_a=Y "
"Value Error","Unexpected Code","tblPREG","preg_test_d_a","1002","preg_test_d_a=x"
"Value Error","Unexpected Code","tblPREG","preg_test_d_a","1007","preg_test_d_a=Y "
"Value Error","Unexpected Code","tblPREG","preg_test_d_a","1014","preg_test_d_a=Y "
"Value Error","Unexpected Code","tblPREG","ultr_1","1016","ultr_1= "
"Value Error","Unexpected Code","tblPREG","ultr_1","1016","ultr_1= "
"Value Error","Unexpected Code","tblPREG","ultr_1","1018","ultr_1=x"
"Value Error","Unexpected Code","tblPREG","ultr_2","1016","ultr_2= "
"Value Error","Unexpected Code","tblPREG","ultr_2","1016","ultr_2=3"
"Value Error","Unexpected Code","tblPREG","ultr_2","1018","ultr_2=x"
"Value Error","Unexpected Code","tblPREG","ultr_3","1016","ultr_3=3"
"Value Error","Unexpected Code","tblPREG","ultr_3","1018","ultr_3=x"
"logic","Inconsistent values","tblPREG","ultr_2","1016","ultr_2= : ultr_2 is missing with ultr_3 equal to  0"
"logic","Inconsistent values","tblPREG","ultr_1","1016","ultr_1= : ultr_1 is missing ultr_3 equal to  0"
"logic","Inconsistent values","tblPREG","ultr_1","1016","ultr_1= : ultr_1 is missing ultr_3 equal to  1"
"logic","Inconsistent values","tblPREG","ultr_1","1016","ultr_1= : ultr_1 is missing with ultr_2 equal to  1"
"Table Structure","Unexpected Variable","tblART_MUM","forced_error","",""
"Value Error","Unexpected Type","tblART_MUM","art_sd","1018","art_sd=x&type=date"
"Value Error","Unexpected Type","tblART_MUM","art_ed","1018","art_ed=x&type=date"
"Logic","Out of Order","tblART_MUM & tblBAS","birth_d&art_sd","1014","birth_d=2001-01-22&art_sd=2001-01-21"
"Logic","Out of Order","tblART_MUM & tblLTFU","art_sd&death_d","1000","art_sd=2001-01-07&death_d=2000-01-01"
"Logic","Out of Order","tblART_MUM & tblLTFU","art_sd&death_d","1010","art_sd=2001-01-17&death_d=2000-01-01"
"Logic","Out of Order","tblART_MUM & tblLTFU","art_sd&death_d","1015","art_sd=2001-01-23&death_d=2000-01-01"
"Logic","Out of Order","tblART_MUM & tblLTFU","art_ed&death_d","1000","art_ed=2001-02-07&death_d=2000-01-01"
"Logic","Out of Order","tblART_MUM & tblLTFU","art_ed&death_d","1010","art_ed=2001-02-17&death_d=2000-01-01"
"Logic","Out of Order","tblART_MUM & tblLTFU","art_ed&death_d","1015","art_ed=2001-02-23&death_d=2000-01-01"
"Value Error","Unexpected Type","tblART_MUM","art_rs","1018","art_rs=x&type=numeric"
"Value Error","Unexpected Code","tblART_MUM","art_id","1018","art_id=x"
"Value Error","Unexpected Code","tblART_MUM","art_rs","1019","art_rs=10000"
"Value Error","Unexpected Code","tblART_MUM","art_rs","1018","art_rs=x"
"Value Error","Unexpected Code","tblART_MUM","art_rs2","1019","art_rs2=10000"
"Value Error","Unexpected Code","tblART_MUM","art_rs2","1018","art_rs2=x"
"Value Error","Unexpected Code","tblART_MUM","art_rs3","1019","art_rs3=1000"
"Value Error","Unexpected Code","tblART_MUM","art_rs3","1018","art_rs3=x"
"Value Error","Unexpected Code","tblART_MUM","art_rs4","1019","art_rs4=1000"
"Value Error","Unexpected Code","tblART_MUM","art_rs4","1018","art_rs4=x"
"Value Error","Unexpected Code","tblART_MUM","art_form","1018","art_form=x"
"Value Error","Unexpected Code","tblART_MUM","art_comb","1018","art_comb=x"
"Value Error","Unexpected Code","tblART_MUM","art_sd_a","1018","art_sd_a=x"
"Value Error","Unexpected Code","tblART_MUM","art_ed_a","1018","art_ed_a=x"
"Value Error","Unexpected Code","tblART_MUM","artstart_rs","9004","artstart_rs=10"
"Value Error","Unexpected Code","tblART_MUM","artstart_rs","100","artstart_rs=11"
"Value Error","Unexpected Code","tblART_MUM","artstart_rs","101","artstart_rs=12"
"Value Error","Unexpected Code","tblART_MUM","artstart_rs","102","artstart_rs=13"
"Value Error","Unexpected Code","tblART_MUM","artstart_rs","103","artstart_rs=20"
"Value Error","Unexpected Code","tblART_MUM","artstart_rs","104","artstart_rs=21"
"Value Error","Unexpected Code","tblART_MUM","artstart_rs","1000","artstart_rs=22"
"Value Error","Unexpected Code","tblART_MUM","artstart_rs","1002","artstart_rs=30.1"
"Value Error","Unexpected Code","tblART_MUM","artstart_rs","1003","artstart_rs=30.2"
"Value Error","Unexpected Code","tblART_MUM","artstart_rs","1004","artstart_rs=31"
"Value Error","Unexpected Code","tblART_MUM","artstart_rs","1005","artstart_rs=31.1"
"Value Error","Unexpected Code","tblART_MUM","artstart_rs","1006","artstart_rs=31.2"
"Value Error","Unexpected Code","tblART_MUM","artstart_rs","1007","artstart_rs=32"
"Value Error","Unexpected Code","tblART_MUM","artstart_rs","1008","artstart_rs=32.1"
"Value Error","Unexpected Code","tblART_MUM","artstart_rs","1009","artstart_rs=32.2"
"Value Error","Unexpected Code","tblART_MUM","artstart_rs","1010","artstart_rs=33"
"Value Error","Unexpected Code","tblART_MUM","artstart_rs","1011","artstart_rs=33.1"
"Value Error","Unexpected Code","tblART_MUM","artstart_rs","1012","artstart_rs=33.2"
"Value Error","Unexpected Code","tblART_MUM","artstart_rs","1016","artstart_rs=10"
"Value Error","Unexpected Code","tblART_MUM","artstart_rs","1017","artstart_rs=11"
"Value Error","Unexpected Code","tblART_MUM","artstart_rs","1019","artstart_rs=11"
"Value Error","Unexpected Code","tblART_MUM","artstart_rs","1018","artstart_rs=x"
